id,data,aceraceae,alternaria,altriPollini,alnus,ambrosia,artemisia,betulaceae,betula,compositae,corylaceae,cupressaceaeTaxaceae,carpinus,castaneaSativa,fagaceae,fagusSylvatica,gramineae,oleaceae,pinaceae,plantaginaceae,platanaceae,populus,quercus,salicaceae,salix,ulmaceae,urticaceae,tMed,tMin,tMax,precipitazione,uMin,uMax,classAlternaria
1,2014-01-13,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.6,9.3,0.6,82.0,100.0,basso
2,2014-01-14,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,5.1,10.3,22.6,100.0,100.0,basso
3,2014-01-15,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.9,7.4,0.0,92.0,100.0,basso
4,2014-01-16,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.7,6.2,0.4,100.0,100.0,basso
5,2014-01-17,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,6.2,9.1,11.2,100.0,100.0,basso
6,2014-01-18,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,7.6,10.2,15.2,100.0,100.0,basso
7,2014-01-19,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.7,12.6,13.6,98.0,100.0,basso
8,2014-01-20,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,9.2,10.7,2.4,100.0,100.0,basso
9,2014-01-21,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.6,12.9,0.0,73.0,100.0,basso
10,2014-01-22,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,6.3,13.1,0.0,60.0,100.0,basso
11,2014-01-23,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,9.8,1.6,94.0,100.0,basso
12,2014-01-24,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.6,8.4,2.8,77.0,100.0,basso
13,2014-01-25,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.3,10.5,0.0,58.0,100.0,basso
14,2014-01-26,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,9.7,0.0,59.0,100.0,basso
15,2014-01-27,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.1,6.9,16.8,69.0,100.0,basso
16,2014-01-28,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.8,7.8,4.0,58.0,100.0,basso
17,2014-01-29,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.3,7.6,3.6,64.0,100.0,basso
18,2014-01-30,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,7.6,32.4,95.0,100.0,basso
19,2014-01-31,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,7.6,10.4,20.6,100.0,100.0,basso
20,2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,8.7,10.5,11.2,100.0,100.0,assente
21,2014-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.9,9.7,24.6,82.0,100.0,assente
22,2014-02-03,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,5.0,7.4,30.6,100.0,100.0,basso
23,2014-02-04,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.2,7.3,24.0,100.0,100.0,basso
24,2014-02-05,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.8,8.2,2.0,100.0,100.0,basso
25,2014-02-06,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,5.5,13.2,5.6,57.0,100.0,basso
26,2014-02-07,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.4,9.2,2.4,84.0,100.0,basso
27,2014-02-08,0.0,7.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,6.4,12.6,0.2,60.0,100.0,basso
28,2014-02-09,0.0,8.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.0,10.3,6.0,75.0,100.0,basso
29,2014-02-10,0.0,5.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.2,5.6,6.7,31.0,82.0,100.0,basso
30,2014-02-11,0.0,3.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.8,6.4,9.1,5.4,91.0,100.0,basso
31,2014-02-12,0.0,3.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.6,5.3,13.7,0.0,54.0,100.0,basso
32,2014-02-13,0.0,4.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.1,3.0,8.1,5.2,100.0,100.0,basso
33,2014-02-14,0.0,2.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.8,3.9,13.2,0.0,55.0,100.0,basso
34,2014-02-15,0.0,5.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.4,6.1,11.3,0.0,66.0,100.0,basso
35,2014-02-16,0.0,6.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,10.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.7,6.7,15.2,0.0,66.0,100.0,basso
36,2014-02-17,0.0,11.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,18.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,11.5,8.3,16.4,0.8,47.0,100.0,medio
37,2014-02-18,0.0,7.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,23.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,11.0,0.0,10.1,5.7,13.6,0.0,66.0,100.0,basso
38,2014-02-19,0.0,9.0,0.0,79.0,0.0,0.0,79.0,0.0,0.0,16.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,14.0,0.0,11.5,9.9,13.3,1.6,75.0,100.0,basso
39,2014-02-20,0.0,5.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,9.0,0.0,9.7,8.4,11.2,1.8,70.0,100.0,basso
40,2014-02-21,0.0,7.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,14.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,18.0,0.0,11.1,7.8,15.6,2.2,56.0,100.0,basso
41,2014-02-22,0.0,4.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10.0,0.0,8.3,7.1,9.9,11.8,79.0,100.0,basso
42,2014-02-23,0.0,6.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,7.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,15.0,0.0,8.1,4.2,14.2,0.0,32.0,100.0,basso
43,2014-02-24,0.0,6.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,23.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,20.0,0.0,8.6,3.7,14.6,0.0,36.0,100.0,basso
44,2014-02-25,0.0,3.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,17.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,8.9,3.6,15.0,0.0,38.0,100.0,basso
45,2014-02-26,0.0,5.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,10.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,25.0,0.0,9.0,5.8,13.5,4.6,56.0,100.0,basso
46,2014-02-27,0.0,4.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,6.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,14.0,0.0,10.0,7.3,13.7,0.0,61.0,100.0,basso
47,2014-02-28,0.0,6.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,18.0,0.0,8.7,5.6,11.7,0.2,63.0,100.0,basso
48,2014-03-01,0.0,3.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,11.0,0.0,7.9,6.9,9.8,53.4,78.0,100.0,basso
49,2014-03-02,0.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,8.6,7.4,10.3,14.0,95.0,100.0,assente
50,2014-03-03,0.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,11.0,0.0,9.5,5.0,13.6,0.0,52.0,100.0,basso
51,2014-03-04,0.0,4.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,4.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,14.0,0.0,10.0,8.1,12.9,0.0,51.0,94.0,basso
52,2014-03-05,0.0,2.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,6.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,7.0,0.0,11.4,6.6,15.8,0.0,38.0,87.0,basso
53,2014-03-06,0.0,3.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,14.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,9.0,0.0,11.7,6.0,18.1,0.0,25.0,96.0,basso
54,2014-03-07,0.0,1.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,17.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,17.0,0.0,11.7,6.2,18.5,0.0,39.0,89.0,assente
55,2014-03-08,0.0,2.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,10.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,10.0,0.0,11.4,8.4,16.1,0.0,35.0,93.0,basso
56,2014-03-09,0.0,1.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,7.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,14.0,0.0,11.0,5.6,18.4,0.0,25.0,96.0,assente
57,2014-03-18,15.0,3.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,12.0,45.0,12.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,4.0,20.0,0.0,1.0,0.0,11.4,7.5,17.3,0.0,61.0,100.0,basso
58,2014-03-19,10.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,17.0,35.0,17.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,24.0,2.0,33.0,9.0,0.0,0.0,12.6,10.4,17.5,0.0,66.0,100.0,basso
59,2014-03-20,13.0,5.0,11.0,2.0,0.0,0.0,13.0,11.0,1.0,59.0,97.0,59.0,0.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,31.0,10.0,39.0,9.0,3.0,1.0,13.8,9.8,20.1,0.0,46.0,100.0,basso
60,2014-03-21,39.0,8.0,7.0,0.0,0.0,0.0,18.0,18.0,0.0,51.0,58.0,51.0,0.0,15.0,0.0,5.0,6.0,0.0,0.0,2.0,48.0,15.0,56.0,8.0,4.0,2.0,13.3,8.4,18.9,0.0,44.0,100.0,basso
61,2014-03-22,38.0,3.0,12.0,3.0,0.0,0.0,27.0,24.0,0.0,175.0,92.0,175.0,0.0,11.0,0.0,13.0,2.0,5.0,0.0,6.0,122.0,11.0,134.0,13.0,1.0,7.0,13.7,11.2,17.4,1.0,58.0,100.0,basso
62,2014-03-23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,11.4,7.5,16.2,11.6,60.0,100.0,assente
63,2014-03-25,6.0,2.0,8.0,1.0,0.0,0.0,11.0,10.0,0.0,13.0,1.0,13.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,53.0,6.0,11.0,8.0,2.0,2.0,3.0,8.3,5.0,10.9,0.6,57.0,100.0,basso
64,2014-03-26,7.0,2.0,18.0,2.0,0.0,0.0,31.0,29.0,1.0,55.0,7.0,55.0,0.0,34.0,0.0,5.0,4.0,0.0,0.0,55.0,11.0,34.0,18.0,7.0,2.0,12.0,10.2,6.8,14.1,0.0,46.0,76.0,basso
65,2014-03-27,2.0,7.0,36.0,0.0,0.0,0.0,70.0,70.0,0.0,51.0,31.0,51.0,0.0,52.0,1.0,5.0,7.0,1.0,0.0,148.0,32.0,51.0,44.0,13.0,4.0,15.0,12.9,9.3,16.9,0.0,37.0,69.0,basso
66,2014-03-28,0.0,0.0,393.0,0.0,0.0,0.0,22.0,22.0,0.0,67.0,16.0,67.0,0.0,12.0,0.0,5.0,1.0,2.0,0.0,335.0,8.0,12.0,25.0,18.0,1.0,51.0,14.4,9.3,20.9,0.0,29.0,77.0,assente
67,2014-03-29,0.0,0.0,38.0,0.0,0.0,0.0,36.0,36.0,0.0,92.0,4.0,92.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,524.0,17.0,15.0,24.0,8.0,0.0,59.0,14.3,7.9,20.6,0.0,31.0,83.0,assente
68,2014-03-30,0.0,2.0,61.0,0.0,0.0,0.0,18.0,18.0,0.0,82.0,9.0,82.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,364.0,3.0,8.0,13.0,10.0,0.0,104.0,14.9,8.9,21.2,0.0,33.0,84.0,basso
69,2014-03-31,0.0,5.0,77.0,0.0,0.0,0.0,35.0,35.0,0.0,104.0,24.0,104.0,0.0,16.0,0.0,15.0,5.0,0.0,0.0,564.0,9.0,16.0,31.0,22.0,0.0,93.0,15.0,9.0,22.5,0.0,32.0,100.0,basso
70,2014-04-01,27.0,4.0,125.0,3.0,0.0,0.0,31.0,28.0,0.0,120.0,12.0,120.0,0.0,35.0,0.0,31.0,6.0,0.0,0.0,717.0,10.0,35.0,46.0,36.0,1.0,155.0,15.2,10.5,21.2,0.0,33.0,100.0,basso
71,2014-04-02,29.0,11.0,136.0,0.0,0.0,0.0,35.0,35.0,0.0,122.0,18.0,122.0,0.0,70.0,0.0,23.0,22.0,0.0,0.0,626.0,9.0,70.0,57.0,48.0,1.0,187.0,14.7,9.7,20.2,0.0,45.0,99.0,medio
72,2014-04-03,8.0,6.0,32.0,0.0,0.0,0.0,5.0,5.0,0.0,77.0,85.0,77.0,0.0,36.0,0.0,24.0,11.0,4.0,0.0,190.0,8.0,36.0,28.0,20.0,3.0,251.0,13.6,11.1,16.5,0.0,74.0,100.0,basso
73,2014-04-04,8.0,4.0,39.0,0.0,0.0,0.0,16.0,16.0,0.0,36.0,279.0,36.0,0.0,53.0,2.0,4.0,2.0,23.0,0.0,352.0,5.0,51.0,34.0,29.0,0.0,431.0,14.2,11.3,17.4,0.2,58.0,100.0,basso
74,2014-04-05,9.0,1.0,15.0,0.0,0.0,0.0,41.0,41.0,0.0,101.0,22.0,101.0,0.0,21.0,0.0,13.0,6.0,5.0,0.0,206.0,7.0,21.0,17.0,10.0,0.0,350.0,15.3,13.1,18.5,1.0,57.0,94.0,assente
75,2014-04-06,2.0,1.0,16.0,0.0,0.0,0.0,29.0,29.0,0.0,49.0,4.0,49.0,0.0,18.0,0.0,31.0,7.0,2.0,0.0,226.0,0.0,18.0,7.0,7.0,0.0,377.0,17.0,11.2,23.1,0.0,39.0,98.0,assente
76,2014-04-07,18.0,8.0,15.0,1.0,0.0,0.0,35.0,35.0,0.0,58.0,6.0,58.0,0.0,17.0,0.0,38.0,8.0,1.0,0.0,341.0,1.0,17.0,16.0,15.0,3.0,447.0,17.9,12.1,23.9,0.0,35.0,95.0,basso
77,2014-04-08,43.0,11.0,18.0,0.0,0.0,0.0,12.0,12.0,0.0,97.0,27.0,97.0,0.0,21.0,0.0,42.0,17.0,4.0,0.0,269.0,0.0,21.0,21.0,21.0,1.0,375.0,17.6,12.6,23.5,0.0,41.0,88.0,medio
78,2014-04-09,35.0,13.0,28.0,0.0,0.0,0.0,27.0,27.0,0.0,49.0,25.0,49.0,0.0,81.0,0.0,59.0,18.0,8.0,0.0,371.0,1.0,81.0,15.0,14.0,0.0,267.0,15.9,11.5,19.9,0.0,40.0,92.0,medio
79,2014-04-10,16.0,5.0,18.0,0.0,0.0,0.0,27.0,27.0,0.0,72.0,25.0,72.0,0.0,35.0,2.0,46.0,16.0,3.0,1.0,165.0,3.0,34.0,15.0,12.0,1.0,590.0,14.6,9.8,21.6,0.0,33.0,98.0,basso
80,2014-04-11,32.0,2.0,15.0,0.0,0.0,0.0,21.0,21.0,0.0,49.0,10.0,49.0,0.0,37.0,0.0,36.0,6.0,1.0,0.0,56.0,4.0,37.0,13.0,9.0,1.0,297.0,13.9,10.7,18.1,0.0,49.0,95.0,basso
81,2014-04-12,35.0,1.0,10.0,1.0,0.0,0.0,18.0,17.0,0.0,38.0,29.0,38.0,0.0,15.0,0.0,20.0,7.0,2.0,0.0,119.0,2.0,15.0,3.0,1.0,0.0,488.0,14.7,10.3,19.0,0.0,42.0,100.0,assente
82,2014-04-13,37.0,2.0,12.0,0.0,0.0,0.0,16.0,16.0,0.0,20.0,51.0,20.0,0.0,12.0,0.0,51.0,9.0,1.0,0.0,62.0,1.0,12.0,3.0,2.0,0.0,788.0,14.1,11.3,18.2,0.0,49.0,100.0,basso
83,2014-04-14,21.0,6.0,18.0,0.0,0.0,0.0,44.0,44.0,0.0,35.0,18.0,35.0,0.0,35.0,1.0,63.0,17.0,0.0,0.0,235.0,0.0,35.0,3.0,3.0,0.0,409.0,16.1,9.9,23.0,0.0,42.0,100.0,basso
84,2014-04-15,17.0,5.0,55.0,0.0,0.0,0.0,22.0,22.0,0.0,76.0,16.0,76.0,0.0,22.0,0.0,108.0,8.0,1.0,0.0,124.0,1.0,22.0,7.0,6.0,0.0,413.0,14.2,10.8,17.6,0.0,30.0,90.0,basso
85,2014-04-16,13.0,2.0,25.0,0.0,0.0,0.0,7.0,7.0,0.0,32.0,15.0,32.0,0.0,17.0,0.0,34.0,10.0,1.0,0.0,27.0,2.0,17.0,4.0,2.0,0.0,354.0,13.0,7.4,18.0,0.0,14.0,78.0,basso
86,2014-04-17,5.0,3.0,28.0,0.0,0.0,0.0,5.0,5.0,0.0,19.0,2.0,19.0,0.0,8.0,0.0,97.0,12.0,0.0,0.0,44.0,3.0,8.0,3.0,0.0,0.0,218.0,13.7,7.5,19.9,0.0,14.0,63.0,basso
87,2014-04-18,10.0,9.0,14.0,0.0,0.0,0.0,9.0,9.0,0.0,16.0,4.0,16.0,0.0,5.0,0.0,185.0,18.0,0.0,0.0,9.0,1.0,5.0,3.0,2.0,0.0,385.0,14.0,8.3,19.1,0.0,25.0,73.0,basso
88,2014-04-19,18.0,4.0,119.0,0.0,0.0,0.0,7.0,7.0,1.0,37.0,9.0,37.0,0.0,22.0,0.0,125.0,10.0,3.0,0.0,47.0,6.0,22.0,11.0,5.0,0.0,247.0,14.8,11.9,18.2,0.0,44.0,84.0,basso
89,2014-04-20,4.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,6.0,0.0,6.0,0.0,67.0,5.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,157.0,14.2,10.7,18.5,0.0,53.0,96.0,basso
90,2014-04-21,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,8.0,3.0,0.0,0.0,9.0,0.0,5.0,1.0,1.0,0.0,65.0,13.0,11.7,15.5,4.0,79.0,100.0,assente
91,2014-04-22,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,10.0,0.0,18.0,3.0,4.0,0.0,32.0,1.0,10.0,1.0,0.0,0.0,368.0,15.2,11.0,20.2,0.2,59.0,100.0,basso
92,2014-04-23,8.0,18.0,29.0,0.0,0.0,0.0,4.0,4.0,0.0,44.0,9.0,44.0,0.0,20.0,0.0,354.0,0.0,9.0,1.0,14.0,0.0,20.0,0.0,0.0,1.0,77.0,17.0,12.0,23.0,0.0,46.0,100.0,medio
93,2014-04-24,8.0,29.0,46.0,1.0,0.0,0.0,5.0,4.0,0.0,59.0,5.0,59.0,0.0,16.0,0.0,230.0,6.0,15.0,1.0,28.0,0.0,16.0,0.0,0.0,0.0,162.0,18.8,14.3,24.6,0.0,35.0,77.0,medio
94,2014-04-28,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,25.0,14.9,12.7,17.9,0.6,71.0,100.0,basso
95,2014-04-29,0.0,3.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,25.0,1.0,3.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,24.0,16.8,12.0,22.7,17.4,44.0,100.0,basso
96,2014-04-30,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.5,12.0,16.0,46.4,94.0,100.0,assente
97,2014-05-01,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,15.0,1.0,11.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,45.0,16.5,10.6,23.9,0.0,40.0,100.0,basso
98,2014-05-02,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,70.0,0.0,4.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,5.0,13.5,12.4,15.1,25.4,80.0,100.0,basso
